p,M_p,B_plus_C,B_raw,delta_sq,R,n_farey
9479,-21,113952326.2178356647,109412737.4557467699,4539588.7620888995,24.1019050821,27307181
9491,-21,111347556.1234203875,106791641.2663050592,4555914.8571153292,23.4402188398,27376339
9497,-22,113754380.9638070464,109192429.1678828299,4561951.7959242156,23.9354631641,27411521
9511,-20,109117773.1831029207,104541495.7119610310,4576277.4711418925,22.8442213942,27491927
9521,-22,116289564.1341729760,111701643.5001794249,4587920.6339935465,24.3468996984,27548683
9533,-22,110574830.8189029247,105982720.0372448564,4592110.7816580748,23.0793038488,27619707
9539,-22,112549888.9911365360,107952538.0388714820,4597350.9522650493,23.4814655570,27654251
9547,-24,121368947.6367792487,116762473.9798569083,4606473.6569223348,25.3474745925,27699773
9551,-25,124611424.8107784390,119997568.1359335333,4613856.6748449095,26.0080831705,27723079
9587,-19,95786955.3912823200,91141380.6647949517,4645574.7264873693,19.6189677340,27932377
9601,-18,90715901.8768579662,86047114.0117429495,4668787.8651150232,18.4302899377,28014193
9613,-17,87209500.3720017374,82536298.2519244552,4673202.1200772831,17.6616153402,28084017
9619,-16,86373957.2163119316,81697622.5070959032,4676334.7092160294,17.4704394760,28119641
9623,-18,91445610.4674269110,86763915.4882935882,4681694.9791333182,18.5325861413,28143635
9629,-17,92444862.0900585055,87757770.2555342168,4687091.8345242888,18.7232879905,28178277
9631,-18,96748297.4262720644,92056227.3682210445,4692070.0580510153,19.6195338580,28190449
9643,-19,98011049.5877549350,93306695.1290380657,4704354.4587168666,19.8341124054,28260195
9649,-19,98141795.5370201021,93430143.9764745533,4711651.5605455507,19.8295953714,28295465
9661,-19,98545848.1966793835,93820147.6814044863,4725700.5152749009,19.8531725356,28365013
9677,-17,87786318.6313762665,83049897.0843614936,4736421.5470147701,17.5343128267,28459423
9679,-19,94155828.3161666840,89421745.6731418222,4734082.6430248553,18.8889278908,28472323
9689,-22,102944248.0718685240,98199432.0605779737,4744816.0112905493,20.6961517216,28530525
9697,-25,108932588.6509397477,104173608.2818411142,4758980.3690986317,21.8899008196,28577109
9719,-32,124343601.8908054233,119572012.2266483605,4771589.6641570609,25.0591565165,28706673
9721,-33,129550065.3128600568,124763817.8826999962,4786247.4301600596,26.0671475312,28718983
9733,-32,125531768.7862456590,120740924.5653482676,4790844.2208973914,25.2024317632,28790131
9739,-34,134207659.1426877081,129409035.6583531648,4798623.4843345480,26.9679494715,28824919
9743,-35,140450336.1930265427,135655258.3786800802,4795077.8143464588,28.2905228301,28849495
9749,-36,142460949.7528963983,137658729.5620685518,4802220.1908278391,28.6656429926,28885165
9767,-31,121902648.2384703457,117082576.1304057688,4820072.1080645844,24.2906275063,28991217
9769,-32,126717291.0787192881,121887813.8073339015,4829477.2713853801,25.2383036420,29003863
9781,-31,125446956.8158092350,120606342.3935953975,4840614.4222138431,24.9155028420,29073883
9787,-33,133290733.3283406794,128445968.3092512786,4844765.0190893952,26.5123216096,29109947
9791,-34,138184728.0503423214,133340525.9342391491,4844202.1161031770,27.5257973838,29134145
9803,-33,134592458.8170847297,129734188.7450361550,4858270.0720485626,26.7037827912,29205915
9811,-34,137842230.9836412370,132971761.7435376346,4870469.2401036052,27.3016325919,29253427
9817,-36,146697431.1951348484,141823146.0692797899,4874285.1258550705,29.0961940895,29288881
9829,-38,154812429.6602702141,149920970.6064089537,4891459.0538612697,30.6495401383,29360329
9833,-41,164205735.2934532166,159315729.2666653097,4890006.0267879097,32.5798635817,29385269
9839,-41,166215262.0334586501,161324830.4768857062,4890431.5565729579,32.9878516059,29421167
9851,-41,168689351.0874591470,163781729.5659164190,4907621.5215427214,33.3729340877,29491689
9857,-42,172564230.2024676502,167648455.6870002747,4915774.5154673867,34.1041793434,29528007
9859,-42,175879498.5123896599,170965705.4696312845,4913793.0427583884,34.7930211920,29540983
9871,-39,163001387.3318971395,158070108.2367093861,4931279.0951877609,32.0545856735,29612159
9883,-41,169321118.0715487301,164379286.2345468402,4941831.8370018862,33.2628247290,29684541
9887,-42,175411250.7452290654,170469760.4201523364,4941490.3250767216,34.4976412389,29708853
9901,-38,164897977.7551244199,159931898.9704965353,4966078.7846278828,32.2048654294,29792263
9907,-37,165607701.6930109859,160642533.6210232675,4965168.0719877221,32.3538964426,29828449
9923,-38,167476250.2923070490,162495424.8173360825,4980825.4749709759,32.6241956547,29924719
9929,-40,174319728.7758975029,169333778.2965175509,4985950.4793799408,33.9621861462,29961333
9931,-40,178149905.6780807078,173160075.3598087728,4989830.3182719434,34.7025979472,29973901
9941,-35,164184487.1539744437,159181794.0985410810,5002693.0554333618,31.8192206347,30033857
9949,-35,164137427.4061720073,159133681.2230274081,5003746.1831446104,31.8029083408,30082433
9967,-34,160353121.6961123645,155326490.4308457971,5026631.2652665609,30.9007130688,30190781
9973,-35,164347519.9667161703,159316492.8626907766,5031027.1040253844,31.6667927977,30227959
10007,-21,111660899.5084238946,106599051.7521159649,5061847.7563079363,21.0593160609,30433909
10009,-22,116956902.7086952776,111891639.9925185591,5065262.7161767129,22.0899973530,30447227
10037,-19,102400040.7315178365,97305363.8615913391,5094676.8699264964,19.0994181468,30616341
10039,-19,106052336.7412656844,100956306.6662662625,5096030.0749994209,19.8107752860,30629233
10061,-18,101616127.2737002522,96499245.6380637437,5116881.6356365075,18.8589950891,30762681
10067,-18,101553621.6356044114,96428438.6106648445,5125183.0249395678,18.8146331831,30799169
10069,-19,107558083.0551134199,102430455.4645303488,5127627.5905830655,19.9761885307,30812587
10079,-15,99633376.4191374183,94506904.7303177416,5126471.6888196729,18.4350778600,30873437
10091,-15,99201200.7090981305,94052384.4792300761,5148816.2298680507,18.2667977027,30946069
10093,-16,104458325.4161697328,99304288.9000161886,5154036.5161535461,19.2672846979,30959407
10099,-17,107422725.1644329578,102261718.0681256354,5161007.0963073196,19.8142951869,30996715
10103,-16,107640478.8530692458,102479014.1627141088,5161464.6903551342,19.8546382298,31021047
10111,-17,112632458.1639203429,107463196.7797625065,5169261.3841578364,20.7888881590,31069801
10133,-15,102397660.1298963279,97207148.1343173385,5190511.9955789912,18.7278534790,31204873
10139,-17,110475885.3480882645,105279987.5200887918,5195897.8279994754,20.2621358243,31242177
10141,-18,115785465.6418671459,110579992.5312167853,5205473.1106503615,21.2430244438,31254811
10151,-18,116826202.6888285875,111614779.0960401893,5211423.5927883992,21.4173300460,31315935
10159,-20,122677812.5397807509,117460360.5200692415,5217452.0197115047,22.5129737804,31365441
10163,-20,124398001.7905644178,119178324.0396458656,5219677.7509185597,22.8325060908,31391479
10169,-20,128675888.1389615536,123446854.8678704798,5229033.2710910682,23.6079689051,31427713
10177,-18,122579938.2534723133,117338620.8893140554,5241317.3641582523,22.3872383099,31476759
10181,-20,131553306.7083576173,126310982.6110985875,5242324.0972590288,24.0944627359,31501403
10193,-21,130336169.9149194956,125076917.2607531846,5259252.6541663064,23.7822606149,31576247
10211,-24,138553857.0970023572,133281427.9177816957,5272429.1792206569,25.2789413356,31687349
10223,-20,123109323.9641324878,117826158.3763337284,5283165.5877987621,22.3021891739,31762201
10243,-17,110007036.0037471950,104699621.2767867744,5307414.7269604187,19.7270472844,31885777
10247,-20,121905945.4641686380,116598012.7944205999,5307932.6697480325,21.9667467636,31911147
10253,-20,124336940.4211620539,119018237.4760978967,5318702.9450641582,22.3773049004,31949185
10259,-25,140536875.0265138149,135221405.2803272605,5315469.7461865544,25.4392201888,31986153
10267,-25,139931230.8424760401,134597369.1596534252,5333861.6828226140,25.2345068477,32036079
10271,-25,145661922.1699759066,140327117.1683725715,5334805.0016033240,26.3040761801,32060721
10273,-26,151240495.4618522525,145899787.8936411738,5340707.5682110908,27.3184378718,32074383
10289,-30,165483479.0033407211,160132047.9770019948,5351431.0263387263,29.9232200114,32173319
10301,-30,166716691.1055652499,161347530.8652833104,5369160.2402819255,30.0507944715,32247993
10303,-30,170366520.2276545465,165000541.9109272063,5365978.3167273309,30.7493866303,32261493
10313,-31,174613303.7832866311,169237230.3661157787,5376073.4171708543,31.4797096754,32323947
10321,-30,171089648.4519040287,165696689.5672750771,5392958.8846289655,30.7246343078,32373907
10331,-34,183631171.4728465974,178236416.6310677528,5394754.8417788465,33.0388352870,32436171
10333,-35,189042470.3574666977,183639019.2588714659,5403451.0985952290,33.9855059124,32449381
10337,-34,189427095.1553238034,184019921.8265853226,5407173.3287384808,34.0325546526,32474479
10343,-35,191951888.7073847950,186541819.4255504906,5410069.2818343043,34.4804862392,32512805
10357,-34,188215952.3488098979,182788935.0543249547,5427017.2944849404,33.6812884750,32599863
10369,-32,177273220.6251125336,171831407.4003746510,5441813.2247378798,31.5761310255,32676581
10391,-32,174150133.0283626914,168692125.9441985190,5458007.0841641640,30.9072750077,32813777
10399,-31,169920729.3874704540,164455332.9495137632,5465396.4379566908,30.0902843584,32865439
10427,-24,139885676.1010491252,134387668.1039240956,5498007.9971250370,24.4429742871,33041921
10429,-25,144540589.5774738491,139038228.8150712848,5502360.7624025783,25.2688318376,33055467
10433,-25,149449619.3010436594,143942115.3745118380,5507503.9265318299,26.1356355428,33081111
10453,-24,139579329.9582180381,134050949.1582885534,5528380.7999294968,24.2477777869,33206643
10457,-23,138937114.5821955502,133411129.2910603732,5525985.2911351668,24.1425053203,33232665
10459,-24,144111636.3224433959,138577021.3773879111,5534614.9450554792,25.0382407364,33246073
10463,-25,151333825.4303555787,145798328.4110634923,5535497.0192920938,26.3387963001,33272257
10477,-20,133815436.4481779635,128262453.4596176445,5552982.9885603208,23.0979374012,33360331
10487,-21,134553260.2054499984,128990680.5622769445,5562579.6431730688,23.1890038142,33424107
10499,-21,130797873.8960697949,125229838.4323119968,5568035.4637577999,22.4908478488,33500937
10501,-22,136704361.6432035863,131120696.4122049212,5583665.2309986679,23.4829079086,33513835
10513,-26,154179232.5361523628,148585902.2335254848,5593330.3026268641,26.5648360090,33589959
10529,-27,154675143.6046459079,149070256.7419736385,5604886.8626722712,26.5964791787,33691591
10531,-28,160458347.4528343081,154845058.5699378550,5613288.8828964680,27.5854426523,33704711
10559,-21,125116959.2249569744,119487686.0982146412,5629273.1267423267,21.2261305160,33884139
10567,-20,123374421.6704432815,117726460.1449918896,5647961.5254513929,20.8440619885,33935817
10589,-16,106444030.2399268299,100776197.0298759639,5667833.2100508651,17.7803744915,34077483
10597,-17,118560718.7917733639,112878846.6235516816,5681872.1682216842,19.8664882422,34127575
10601,-18,123091678.4468737990,117408122.0767200738,5683556.3701537261,20.6575099164,34153931
10607,-16,118683930.6876389086,112999124.7797662467,5684805.9078726582,19.8773936368,34192793
10613,-18,127826810.9105655700,122129114.2246085852,5697696.6859569792,21.4348219914,34232773
10627,-20,138493359.8973791599,132777402.9075793475,5715956.9897998162,23.2292515749,34320729
10631,-22,143691477.2709872723,137978116.9603961408,5713360.3105911175,24.1500814686,34347995
10639,-24,149209343.9886656106,143489557.2192114592,5719786.7694541402,25.0865221035,34400045
10651,-21,136367714.4443809390,130626708.5220559835,5741005.9223249536,22.7532788312,34477269
10657,-23,142491484.3885046542,136743076.8527202010,5748407.5357844392,23.7879927617,34516643
10663,-23,141106001.3767075837,135356667.0328622758,5749334.3438453162,23.5430154063,34554839
10667,-23,144992556.3978753090,139240372.1162238419,5752184.2816514811,24.2065214358,34581489
10687,-16,115625217.9616857767,109849942.5609955490,5775275.4006902296,19.0207280068,34710951
10691,-19,126979658.5690208226,121201848.6480878294,5777809.9209329970,20.9771263345,34737317
10709,-18,122636574.5363638252,116842935.5887230337,5793638.9476407981,20.1674520357,34853911
10711,-19,129020051.2598435730,123210987.5581862032,5809063.7016573641,21.2101284968,34866923
10723,-19,122566053.3189982623,116750755.2424384952,5815298.0765597643,20.0764868293,34946117
10729,-20,126871963.0490887016,121046449.9769504964,5825513.0721382061,20.7786762261,34985015
10733,-20,129671945.3046446294,123844088.3122032732,5827856.9924413553,21.2503650094,35011187
10739,-22,138567749.4459870756,132737085.6462664157,5830663.7997206636,22.7653471724,35049687
10753,-20,126473447.2991626263,120618461.8192507923,5854985.4799118312,20.6009839364,35141265
10771,-20,126800202.3684599400,120931754.1104711592,5868448.2579887882,20.6071092040,35258629
10781,-19,121564986.8456955701,115683014.5217557400,5881972.3239398291,19.6673850455,35323721
10789,-20,126319647.4868588597,120433087.7460769862,5886559.7407818753,20.4589935462,35377153
10799,-19,128372151.7622826695,122481744.3991017044,5890407.3631809708,20.7934251143,35442787
10831,-11,86315173.8676202446,80378791.6867902130,5936382.1808300307,13.5400298091,35651679
10837,-13,96828966.4949096441,90884912.2668500692,5944054.2280595722,15.2900543602,35691061
10847,-8,80925297.5188018680,74973828.8866185695,5951468.6321833031,12.5975340744,35757631
10853,-7,75615190.8715074211,69659176.7809315473,5956014.0905758729,11.6956030865,35798577
10859,-9,86699768.0889731795,80738108.7736338675,5961659.3153393157,13.5428920881,35836865
10861,-10,91937571.5542211533,85967615.7239168584,5969955.8303042883,14.4000421724,35850603
10867,-12,103030934.0404457152,97062044.5422710329,5968889.4981746804,16.2613237474,35890161
10883,-9,87807287.1153728664,81815557.3305434436,5991729.7848294247,13.6547475051,35995915
10889,-11,98964667.5721973181,92970227.3241339177,5994440.2480634032,15.5094092988,36035583
10891,-12,105059619.0528494418,99057378.0618064553,6002240.9910429912,16.5033990154,36049111
10903,-8,92165183.7278430760,86149507.8254656047,6015675.9023774667,14.3208359665,36128793
10909,-8,94376756.5783802122,88353602.3659445792,6023154.2124356395,14.6689922339,36168631
10937,-7,81516933.2826279849,75465972.9135362357,6050960.3690917501,12.4717347843,36353263
10939,-9,89500338.2477013171,83450551.4397532940,6049786.8079480249,13.7939656535,36367843
10949,-12,101542311.4840771258,95477270.6872459799,6065040.7968311468,15.7422305778,36433099
10957,-12,100421390.5762433261,94346232.3254162967,6075158.2508270303,15.5298394593,36486467
10973,-8,83074325.3728601784,76981854.3914343864,6092470.9814257883,12.6355717780,36593747
10979,-8,85015252.8006709516,78923510.5493640155,6091742.2513069296,12.9558190898,36633959
10987,-10,89896113.4035688341,83790090.8759520650,6106022.5276167681,13.7225322208,36687001
10993,-9,90330461.9246943444,84215658.2882640958,6114803.6364302468,13.7724223533,36727723
11003,-10,90399661.1209943742,84279108.4550483227,6120552.6659460505,13.7698526677,36794783
11027,-3,56444086.5860217884,50295682.7098283842,6148403.8761934051,8.1802828381,36954677
11087,-5,75075498.9118253887,68866222.5172835141,6209276.3945418745,11.0908611795,37358181
11093,-5,75356756.0648718923,69133352.7382931709,6223403.3265787242,11.1086087644,37399531
11159,-3,69519323.0297593772,63227789.9107630700,6291533.1189963045,10.0496633674,37844513
11161,-4,75861324.2215416431,69551453.7929198891,6309870.4286217568,11.0226437420,37858551
11171,-4,73479457.1065134853,67170398.5067024380,6309058.5998110529,10.6466594729,37925871
11173,-5,79828226.1913282126,73509431.6122846901,6318794.5790435281,11.6334580422,37940065
11177,-7,90509494.2098315209,84191661.2556078583,6317832.9542236663,13.3260347125,37967597
11273,-3,51679278.7575507015,45249178.9996108711,6430099.7579398286,7.0370881795,38622591
11279,-4,57682389.1976906285,51253582.4855830595,6428806.7121075718,7.9724877074,38663301
11287,-3,53829045.8260857984,47382637.6052740812,6446408.2208117163,7.3502384556,38717747
11299,-3,58482050.4338673279,52025750.4682639241,6456299.9656034019,8.0581371289,38800139
12919,-3,133973844.9152350426,125534817.9806058109,8439026.9346292391,14.8755086283,50726629
12923,-4,144171022.3821719289,135723276.8561896980,8447745.5259822402,16.0662127474,50757547
12941,-5,152798624.8118853569,144325117.8757450879,8473506.9361402560,17.0325130980,50897849
12953,-5,148458860.3813878596,139972490.3732357621,8486370.0081520919,16.4938000863,50993145
12959,-4,150766455.9606396854,142279426.0401360691,8487029.9205036070,16.7643365668,51039521
12967,-4,150760610.9213779867,142255790.0363563895,8504820.8850216065,16.7264886539,51102887
12973,-7,169096473.1342199147,160579865.0558317900,8516608.0783881377,18.8549083835,51149733
12979,-8,173166524.2102991045,164644051.1651633978,8522473.0451357011,19.3188116047,51197989
12983,-7,170285996.0291001201,161761466.7988677323,8524529.2302323766,18.9760000148,51230749
13001,-10,186601235.2117793560,178045721.8389229178,8555513.3728564400,20.8106415220,51370003
13003,-10,192471269.6325035989,183915607.3573653400,8555662.2751382533,21.4963612918,51386923
13007,-12,202726166.0709754527,194169576.8114359379,8556589.2595395036,22.6924035877,51418521
13009,-13,211740647.7795385420,203177446.6757157743,8563201.1038227677,23.7268101277,51435847
13033,-13,195143397.8664767146,186548876.5561776757,8594521.3102990538,21.7055575082,51625531
13037,-13,197571738.3510135412,188975245.6101288199,8596492.7408847120,21.9828308249,51656611
13043,-13,207452475.2741751671,198846949.6823840439,8605525.5917911381,23.1068919105,51703775
13049,-13,209663621.2007488906,201052021.0521821380,8611600.1485667508,23.3466507483,51751777
13063,-12,204793497.0127019584,196156328.2778645158,8637168.7348374352,22.7107208739,51863073
13093,-12,187144635.6875067055,178468750.8679183722,8675884.8195883464,20.5706685346,52100087
13099,-10,180846382.9433176816,172164529.7243328393,8681853.2189848516,19.8303893629,52148577
13103,-11,190637286.7311156392,181960687.2266888618,8676599.5044267680,20.9714286264,52181345
13109,-11,195719032.1534189582,187028831.8374181688,8690200.3160007820,21.5218090535,52229399
13121,-13,204893801.2239801288,196180874.8579947054,8712926.3659854345,22.5160717097,52323527
13127,-12,203354629.7070530951,194639882.7612991631,8714746.9457539450,22.3345421242,52371647
13147,-8,186657693.2653359771,177913010.8165397346,8744682.4487962406,20.3452797581,52529963
13151,-9,197659157.3087194860,188911506.4777481258,8747650.8309713583,21.5956843875,52563289
13159,-8,188266194.8777572215,179506602.2304041982,8759592.6473530233,20.4925741935,52627831
13163,-9,197755640.7044432759,188988985.2549680769,8766655.4494751859,21.5577065101,52660465
13171,-8,193037603.9546088874,184260127.2566668391,8777476.6979420539,20.9923801108,52723571
13177,-9,203366865.5606603026,194577435.8460186720,8789429.7146416400,22.1376633255,52771417
13183,-12,222468685.5955081582,213677851.2798581123,8790834.3156500384,24.3068909739,52819509
13187,-14,237230395.9429691434,228433565.8942272961,8796830.0487418529,25.9677138956,52852455
13217,-7,186023898.7413786650,177178525.5500061512,8845373.1913725175,20.0306444643,53092037
13219,-9,197708205.4663061202,188869881.3387358785,8838324.1275702454,21.3694223716,53109657
13229,-10,201968172.8943142295,193121507.2258476317,8846665.6684665866,21.8298638677,53189335
13241,-11,207779147.8521959484,198905202.1391420066,8873945.7130539492,22.4145164475,53285801
13249,-15,226847668.5460914373,217960638.8937821984,8887029.6523092370,24.5257017723,53349917
13259,-18,238756488.3490088582,229869012.9582847357,8887475.3907241113,25.8643768733,53430361
13267,-19,243533795.2669378221,234624459.7247387767,8909335.5421990398,26.3346754215,53494475
13291,-17,225092699.2401514947,216152309.2355654836,8940390.0045860056,24.1770559366,53688261
13297,-17,227162920.4446770251,218215404.7695317864,8947515.6751452498,24.3883791537,53736787
13309,-15,212053542.8114592731,203094029.5883573592,8959513.2231019251,22.6679758745,53834703
13313,-16,221976519.0129554570,213006199.8504292071,8970319.1625262387,23.7456656771,53867059
13327,-14,210325094.0598236024,201342504.0650672019,8982589.9947564080,22.4147494412,53979189
13331,-14,214085500.6616566181,205095369.9401082098,8990130.7215483952,22.8133912946,54011811
13337,-14,212223960.6231306791,203229673.0955700576,8994287.5275606234,22.5954165322,54061417
13339,-15,221238728.3510707021,212233159.0043937266,9005569.3466769848,23.5668785431,54078641
13367,-13,205784161.3697206378,196744376.2212001383,9039785.1485205106,21.7642756978,54303145
13381,-8,173750208.6636483371,164687201.2852081060,9063007.3784402199,18.1713634789,54417699
13399,-3,144355929.3845856190,135268228.3719134927,9087701.0126721151,14.8847577823,54565029
13411,-4,154769088.6370747089,145667814.0232679546,9101274.6138067637,16.0052102815,54662349
13417,-6,168071298.0403124094,158956134.9705270231,9115163.0697853826,17.4386496164,54710975
13421,-6,171543509.2803594470,162426247.5338201225,9117261.7465393245,17.8152445382,54743459
13441,-3,143077377.4626410306,133929989.6779275686,9147387.7847134601,14.6413372681,54907557
13463,-4,147924064.9185819924,138759743.6466181278,9164321.2719638664,15.1413006516,55087923
13469,-3,143365251.6382171214,134181612.8948782980,9183638.7433388326,14.6109419855,55136753
13513,-3,147345284.6429684460,138106047.8417525887,9239236.8012158573,14.9477766198,55497657
13789,-4,169433867.6349275410,159811613.1742473543,9622254.4606801774,16.6085415666,57788321
13807,-5,176475810.9568671882,166826882.5232225358,9648928.4336446635,17.2896797474,57937593
13879,-3,162892991.9755550921,153146683.3320869207,9746308.6434681695,15.7133012030,58545347
13883,-6,183717556.7204826772,173968616.2898888588,9748940.4305938054,17.8448742741,58578981
13901,-6,187113602.2296383679,177336364.6324535310,9777237.5971848406,18.1376756850,58729441
13903,-6,193960857.8337531090,184183911.7202164829,9776946.1135366149,18.8385933175,58747301
13907,-8,209639284.3200047910,199857752.4272513390,9781531.8927534539,20.4321526136,58781315
13913,-6,200917003.1128347814,191117049.5078470409,9799953.6049877293,19.5018320710,58832441
13921,-4,191860215.7052909136,182045750.5774092972,9814465.1278816070,18.5487184686,58899803
14747,-4,86503075.4773243219,75498243.6420283914,11004831.8352959286,6.8604631831,66097193
14753,-5,101450894.9004051387,90435171.7509761751,11015723.1494289599,8.2096445711,66151239
14759,-8,119982948.4586295336,108972291.3591865003,11010657.0994430389,9.8969834747,66204527
14767,-5,99884258.2540719658,88851575.8271408677,11032682.4269310925,8.0534880267,66275577
14771,-5,107026859.5903375447,95986293.0509934574,11040566.5393440817,8.6939644545,66311931
14779,-7,126326017.3385259509,115271544.5757762939,11054472.7627496608,10.4275931607,66384121
14783,-10,151602723.1515529156,140552915.4361871779,11049807.7153657395,12.7199421978,66420859
14797,-9,136836742.5694534779,125754605.3882695138,11082137.1811839622,11.3475048479,66545345
14813,-10,131123413.9138892889,120019754.2970534116,11103659.6168358792,10.8090267928,66689945
14821,-13,156830535.1619245112,145706359.2135525048,11124175.9483719952,13.0981710366,66760581
14827,-12,158637054.1892001629,147509409.6988038123,11127644.4903963469,13.2561217090,66815507
14831,-13,169440742.4071905613,158316661.0226620138,11124081.3845285587,14.2318862610,66852865
14843,-15,185054019.0020373166,173904952.2617032826,11149066.7403340321,15.5981622778,66959831
14851,-15,184498940.5176922083,173333802.6736091375,11165137.8440830782,15.5245555491,67031837
14867,-14,177782472.4160808325,166604151.4791608751,11178320.9369199593,14.9042197320,67176743
14869,-15,188745097.2335920036,177552237.0634467304,11192860.1701452713,15.8629907248,67195785
14879,-15,186218958.1675551534,175024809.0732952654,11194149.0942598861,15.6353830559,67285461
14887,-17,201722357.5536708236,190504227.0053052008,11218130.5483656228,16.9818158368,67356783
14891,-20,222481693.3898862898,211262558.5249848068,11219134.8649014812,18.8305569965,67393557
14897,-21,228511379.1635765135,217280571.9056565464,11230807.2579199560,19.3468347302,67448343
14923,-15,175634150.2756346166,164369592.1440265477,11264558.1316080801,14.5917478718,67685011
14929,-18,201683975.0344838202,190405927.4974856973,11278047.5369981118,16.8828803809,67738341
14939,-19,210645195.0559425950,199356137.4744229615,11289057.5815196242,17.6592364805,67828309
14947,-20,220357069.5850374699,209051107.0035504997,11305962.5814869553,18.4903413130,67900699
14951,-21,235941711.1275185049,224634024.7690886259,11307686.3584298771,19.8656044790,67937125
14957,-21,233565655.5770283937,222247584.3702527285,11318071.2067756634,19.6365246613,67993367
14969,-20,219617842.6142373681,208280919.3745671809,11336923.2396701984,18.3719087597,68102563
14983,-12,166789608.9433004856,155428071.8616844416,11361537.0816160291,13.6801975600,68230005
15013,-5,101899513.2957317382,90489727.1570394039,11409786.1386923362,7.9308872276,68503129
15017,-6,110496804.9507973939,99083656.7050481886,11413148.2457492016,8.6815359418,68538911
15031,-6,103465103.1290838718,92029475.8487670571,11435627.2803168204,8.0476106463,68666527
15277,-3,143920543.9172884524,132108170.2144091278,11812373.7028793208,11.1838800175,70932913
15287,-6,175574983.8335901201,163760387.3262492716,11814596.5073408615,13.8608531594,71025617
15289,-7,187690951.4437363148,175853101.6926165521,11837849.7511197496,14.8551557411,71044935
15299,-4,160627495.5978585184,148791981.8510142565,11835513.7468442526,12.5716538406,71138515
15307,-6,172463997.2367615104,160604770.1989726424,11859227.0377888624,13.5426001785,71212113
15313,-7,180267250.5229772627,168393839.0361700058,11873411.4868072458,14.1824309907,71269159
15319,-8,194301689.0759573877,182424361.1368571520,11877327.9391002283,15.3590405243,71324559
15329,-11,222575599.4036437273,210690877.5187586546,11884721.8848850857,17.7278761388,71417373
15331,-13,237192277.4024994075,225292125.0472723246,11900152.3552270718,18.9318689645,71436157
15349,-9,197212106.1656459272,185290199.8992106020,11921906.2664353382,15.5419943555,71605003
15359,-9,204625818.4742468297,192696975.5267071724,11928842.9475396518,16.1538697738,71696587
15361,-10,216804657.8375486434,204858268.7501640916,11946389.0873845629,17.1481329841,71716041
15373,-9,221547265.7961663008,209578911.7537132502,11968354.0424530525,17.5110889108,71827477
15377,-9,227650202.5656781197,215686186.3812627196,11964016.1844154000,18.0279082757,71865975
15383,-8,229719256.1584622860,217749671.5743339956,11969584.5841283016,18.1919155209,71922241
15391,-10,246309509.6456731856,234319168.3168450594,11990341.3288281318,19.5423267688,71996143
15401,-10,248859212.6500449181,236848558.1795389652,12010654.4705059379,19.7198711162,72089523
15413,-7,229102117.3991183341,217083501.9610539675,12018615.4380643535,18.0622720712,72202833
15427,-7,223631899.4193252027,211592267.2418302596,12039632.1774949469,17.5746454811,72333613
15439,-7,227868830.1091710627,215808118.8280102015,12060711.2811608668,17.8934818849,72445719
15443,-8,237664912.2204172909,225605929.5821786821,12058982.6382386032,18.7085375566,72484205
15451,-7,229166278.8923150003,217083780.2844086885,12082498.6079063248,17.9667953897,72558797
15461,-9,254385398.6499870121,242292931.3264851272,12092467.3235018756,20.0366827418,72652181
15467,-10,267624840.9062722623,255516653.4006113410,12108187.5056609102,21.1027995132,72708209
15473,-11,273081585.6362068057,260965586.5853169858,12115999.0508898273,21.5389243173,72766363
15493,-10,256195353.8385465145,244049015.4038290083,12146338.4347175024,20.0923938284,72953299
15497,-13,282122444.5828934908,269974601.2059831619,12147843.3769103028,22.2240765566,72991711
15511,-12,257163000.3699091971,244985154.5058520734,12177845.8640571367,20.1172815981,73123415
15527,-12,264514040.7066416740,252313051.4715594649,12200989.2350822072,20.6797208497,73273195
15541,-14,277111385.4745665193,264881020.6935417950,12230364.7810247429,21.6576549789,73406137
15551,-16,291834925.6503344178,279606140.7336508036,12228784.9166836422,22.8645889709,73499849
15559,-14,270839585.1672600508,258592114.0517390370,12247471.1155210007,21.1139190787,73577703
15569,-16,285987916.6021472216,273720773.2176578045,12267143.3844894301,22.3133263090,73671057
15581,-16,281851455.1762188673,269564517.9511119127,12286937.2251069639,21.9391141187,73784301
15583,-17,293759262.8154063821,281467445.0837056637,12291817.7317007110,22.8987649530,73804249
15601,-17,290949119.8494226933,278619461.2503978014,12329658.5990248695,22.5975000859,73973947
15607,-19,309341391.2532345057,297013114.0724323988,12328277.1808021106,24.0920211086,74030875
15619,-18,309875950.0962373018,297534215.6218265891,12341734.4744106922,24.1079741457,74144873
15629,-20,317044753.4253373742,304684482.8539142013,12360270.5714231711,24.6503085101,74240739
15641,-21,332385007.7370035648,320002922.2721180320,12382085.4648855515,25.8440246742,74352275
15643,-22,343610280.5808922648,331223212.1582444906,12387068.4226477537,26.7394350993,74372595
15647,-21,341000917.0829378963,328616663.7924615741,12384253.2904762961,26.5350405943,74410983
15649,-22,354058822.2349683642,341664952.3758935928,12393869.8590747993,27.5672535101,74431813
15661,-23,362915867.5228435397,350494485.0594305396,12421382.4634130243,28.2170270573,74543533
15667,-26,395790579.2737012506,383363880.7428272367,12426698.5308740344,30.8500185943,74599761
15671,-28,407095622.3062170148,394670044.8362447023,12425577.4699723348,31.7627125009,74639963
